destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Punta Cana,República Dominicana,Fiesta en catamarán por Punta Cana,"50.274,59 CL$",CLP,15 opiniones,1.094 viajeros,Vacation On Rd,bookings@vacationonrd.com,+18093510545,"Go Paradise Vacation On RD | Calle Las Margaritas, Residencial La Estanza, Apartamento A101, Friusa, Bávaro, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-catamaran-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Excursión a Samaná,"109.690,02 CL$",CLP,217 opiniones,3.172 viajeros,Silven International,billingwhales@gmail.com,+420 102 026 106,"Misael Calcaño Silven | Moca Casa 14, Sabana del Mar, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-bahia-samana/,2026-02-01
Punta Cana,República Dominicana,Tour por Macao,"59.415,42 CL$",CLP,23 opiniones,118 viajeros,Transporte Rj Rodríguez Punta Cana,juancarlosrodriguez0012@gmail.com,+18096690867,"TRANSPORTE RJ RODRIGUEZ PUNTA CANA, S.R.L. | AVENIDA ESPEÑA EN PLAZA ITALIA NO. 8, VERON, La Altagracia, República Dominicana",https://www.civitatis.com/es/punta-cana/tour-macao/,2026-02-01
Punta Cana,República Dominicana,Seguro de viaje Civitatis,"19.991,07 CL$",CLP,2.903 opiniones,95.832 viajeros,Iati,paz@iatiseguros.com,+34 932014943,"Iati Calzado Correduria de Seguros | C/ Guitard, 43, 4º 2ª, Barcelona, España",https://www.civitatis.com/es/seguro-viaje/,2026-02-01
Punta Cana,República Dominicana,Paseo en barco y snorkel en Marinarium,"105.119,60 CL$",CLP,45 opiniones,560 viajeros,Marinarium Parks,marketing@marinarium.com,+18094683183,"Fantasea SRL | Cabeza de Toro, Bavaro, Republica Dominicana, HIGUEY, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-barco-snorkel/,2026-02-01
Punta Cana,República Dominicana,Excursión a isla Saona en barco con visión submarina,"117.916,77 CL$",CLP,4 opiniones,60 viajeros,Bm Quisqueya Travel & Dmc Srl,breidy.bmquisqueyatravel@gmail.com,+1 849 255 7012,"BM Quisqueya Travel & DMC SRL | C/ los Robles n51, suite 102, Santo Domingo, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-saona-barco-vision-submarina/,2026-02-01
Punta Cana,República Dominicana,Excursión al Bavaro Adventure Park,"154.480,11 CL$",CLP,22 opiniones,355 viajeros,Bavaro Adventure Park,otas@bavaroadventurepark.com,+1 809 933 30 40,"White Reef Investments, S.R.L. | Boulevard Turístico del Este KM 8.5, Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/entrada-bavaro-adventure-park/,2026-02-01
Punta Cana,República Dominicana,Tour en buggy + Paseo a caballo por Macao,"54.845,01 CL$",CLP,233 opiniones,1.609 viajeros,Experience Buggy Atv,pavelmejiareservas@gmail.com,+18296411139,"Wilman Pavel Mariano Mejia | Punta Cana Bavaro, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/tour-buggy-paseo-caballo-macao/,2026-02-01
Punta Cana,República Dominicana,Excursión privada a isla Saona en lancha rápida,"383.915,08 CL$",CLP,25 opiniones,1.624 viajeros,Destiny Caribbean Tours,jmc@destinycaribbeantours.com,+1 8295770481,"3.0 Destino Caribbean Tours | Av Italia, Plaza Victoriana, Local 114,  Bávaro, Bávaro, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-privada-isla-saona-barco/,2026-02-01
Punta Cana,República Dominicana,Buggy por Macao + Catamarán por playa Bávaro,"90.494,26 CL$",CLP,22 opiniones,546 viajeros,Experience Buggy Atv,pavelmejiareservas@gmail.com,+18296411139,"Wilman Pavel Mariano Mejia | Punta Cana Bavaro, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/buggy-macao-catamaran-bibijagua/,2026-02-01
Punta Cana,República Dominicana,Excursión a los Altos de Chavón,"63.071,76 CL$",CLP,20 opiniones,336 viajeros,Bm Quisqueya Travel & Dmc Srl,breidy.bmquisqueyatravel@gmail.com,+1 849 255 7012,"BM Quisqueya Travel & DMC SRL | C/ los Robles n51, suite 102, Santo Domingo, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-altos-chavon/,2026-02-01
Punta Cana,República Dominicana,Scooter submarina en Punta Cana,"54.845,01 CL$",CLP,247 opiniones,4.389 viajeros,Vacation On Rd,bookings@vacationonrd.com,+18093510545,"Go Paradise Vacation On RD | Calle Las Margaritas, Residencial La Estanza, Apartamento A101, Friusa, Bávaro, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/seawalker-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Visita a la Reserva Ecológica Ojos Indígenas + Avistamiento de animales,"62.157,68 CL$",CLP,18 opiniones,264 viajeros,Fundacion Puntacana,pdelavega@puntacana.com,8296494755,"FUNDACION GRUPO PUNTA CANA INC | Boulevard 1ro de Noviembre, Puntacana Village, Punta Cana, La Altagracia, Puntacana, República Dominicana",https://www.civitatis.com/es/punta-cana/avistamiento-animales-ojos-indigenas/,2026-02-01
Punta Cana,República Dominicana,Avistamiento de ballenas en Samaná + Parque Nacional Los Haitises,"150.823,78 CL$",CLP,Sin valorar,2 viajeros,Silven International,billingwhales@gmail.com,+420 102 026 106,"Misael Calcaño Silven | Moca Casa 14, Sabana del Mar, República Dominicana",https://www.civitatis.com/es/punta-cana/avistamiento-ballenas-samana-haitises/,2026-02-01
Punta Cana,República Dominicana,Avistamiento de ballenas en Samaná + Cayo Levantado y Playa Rincón,"124.400,62 CL$",CLP,13 opiniones,186 viajeros,Eco Adventures,onlineecopcptpuj@gmail.com,+1 829 345-0983,"ECO CARIBE ADVENTURES PC STL | Avenida Barcelo, Plaza CyE, Oficina 2ª, Bavaro Punta Cana, Rep Dominicana, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/avistamiento-ballenas-samana-playa-rincon/,2026-02-01
Punta Cana,República Dominicana,Snorkel en la piscina natural Media Luna + Playa Esmeralda,"123.401,27 CL$",CLP,Novedad,5 viajeros,Silven International,billingwhales@gmail.com,+420 102 026 106,"Misael Calcaño Silven | Moca Casa 14, Sabana del Mar, República Dominicana",https://www.civitatis.com/es/punta-cana/snorkel-piscina-natural-media-luna/,2026-02-01
Punta Cana,República Dominicana,Excursión privada a Santo Domingo,"265.084,22 CL$",CLP,6 opiniones,199 viajeros,Destiny Caribbean Tours,jmc@destinycaribbeantours.com,+1 8295770481,"3.0 Destino Caribbean Tours | Av Italia, Plaza Victoriana, Local 114,  Bávaro, Bávaro, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-privada-santo-domingo/,2026-02-01
Punta Cana,República Dominicana,Excursión a la playa El Limón,"136.198,44 CL$",CLP,9 opiniones,110 viajeros,Wid Company,sales@worldisdreams.com,+1 809-762-0850,"WID COMPANY, S.R.L. | Plaza boulvard center local #N2-08 - Avenida Estados Unidos - Bavaro, La Altagracia., Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-playa-limon/,2026-02-01
Punta Cana,República Dominicana,Excursión a Scape Park,"117.916,77 CL$",CLP,128 opiniones,1.779 viajeros,Scapepark At Cap Cana,a.gonzalez@scapepark.com,+1 809 469 7484,"Highpoint Investments S.A | Punta Cana, Dominican Republic, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-scape-park/,2026-02-01
Punta Cana,República Dominicana,Excursión a Montaña Redonda,"65.814,01 CL$",CLP,115 opiniones,881 viajeros,Jhoraji Tour Operador,jhorajitour@gmail.com,+1 849-206-6405,"jhoraji tour operador SRL | El cotecito,No.18, bávaro punta cana, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-montana-redonda/,2026-02-01
Punta Cana,República Dominicana,Cata de rones dominicanos en Punta Cana,"49.360,51 CL$",CLP,1 opinión,20 viajeros,Taino Gourmet,logistica@tainogifts.com,+18297610205,"Taino Gourmet EIRL | Boulevard Turistico del Este, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/cata-rones-dominicanos/,2026-02-01
Punta Cana,República Dominicana,Clase de bachata en Punta Cana,"35.649,25 CL$",CLP,5 opiniones,39 viajeros,Funymar,info@funymar.com,+18295190743,"Funymar SRL | 304-85 Calle Las Cayenas, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/clase-bachata-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Excursión a Monkeyland,"86.837,93 CL$",CLP,70 opiniones,966 viajeros,Runners Adventures,contact@runnersadventures.com,+18295997444,"Hispaniola Adventures S.R.L | Carretera Bavaro km 2, Veron, La Altagracia, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-monkeyland/,2026-02-01
Punta Cana,República Dominicana,Paseo a caballo por la playa Uvero Alto,"54.845,01 CL$",CLP,17 opiniones,495 viajeros,Rancho El Diferente,reservas@ranchoeldiferente.com,8094983482,"Daniel Mateo | Las Lagunas de Nisibon, Higuey, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-caballo-rancho-caribeno/,2026-02-01
Punta Cana,República Dominicana,Excursión a Higüey,"52.102,76 CL$",CLP,103 opiniones,811 viajeros,Jhoraji Tour Operador,jhorajitour@gmail.com,+1 849-206-6405,"jhoraji tour operador SRL | El cotecito,No.18, bávaro punta cana, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-higuey/,2026-02-01
Punta Cana,República Dominicana,Tour de aventura en La Hacienda Park,"90.494,26 CL$",CLP,63 opiniones,1.036 viajeros,Grupo Interparks,ccosma@grupointerparks.com,+18494103757,"Aventura y Transporte Turístico | Avenida Estados Unidos, Km No. 2, Manatí Park, Bávaro, , Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/entrada-hacienda-park-transporte/,2026-02-01
Punta Cana,República Dominicana,Truck safari por Punta Cana,"82.267,51 CL$",CLP,111 opiniones,1.075 viajeros,Runners Adventures,contact@runnersadventures.com,+18295997444,"Hispaniola Adventures S.R.L | Carretera Bavaro km 2, Veron, La Altagracia, República Dominicana",https://www.civitatis.com/es/punta-cana/truck-safari-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Tour en buggy + Visita a la cueva de los Picapiedra,"45.704,17 CL$",CLP,37 opiniones,705 viajeros,Flintstones Buggys Adventure,victor@flintstonesbuggyadventure.com,+18094421389,"RK TROPICAL ADVENTURE TOURS SRL | Av. Papo aveja, El ejecutivo, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/tour-buggy-visita-cueva-picapiedra/,2026-02-01
Punta Cana,República Dominicana,Conducción de lancha rápida en Punta Cana,"100.549,18 CL$",CLP,66 opiniones,662 viajeros,Vacation On Rd,bookings@vacationonrd.com,+18093510545,"Go Paradise Vacation On RD | Calle Las Margaritas, Residencial La Estanza, Apartamento A101, Friusa, Bávaro, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/conduccion-lancha-rapida-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Paseo en helicóptero por Punta Cana,"127.057,61 CL$",CLP,2 opiniones,544 viajeros,Runners Adventures,contact@runnersadventures.com,+18295997444,"Hispaniola Adventures S.R.L | Carretera Bavaro km 2, Veron, La Altagracia, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-helicoptero-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Tour en quad por Punta Cana,"72.212,59 CL$",CLP,42 opiniones,460 viajeros,Caribbean Sun Tours,info@caribbeansuntours.com,+1 829364592,"ELOHIM CARIBBEAN SUN TOURS AND TRAVEL SRL | C/Buena vista Res.Camino del Sol Local A-203, Higuey, República Dominicana",https://www.civitatis.com/es/punta-cana/tour-quad-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Entrada a Imagine,"54.845,01 CL$",CLP,3 opiniones,288 viajeros,Imagine Punta Cana,fabio@partyatthecave.com,+1 829 838 5342,"IMAGINE PUJJ LLC | Avda Estados Unidos s/n Bavaro, punta cana -la Altagracia, República Dominicana",https://www.civitatis.com/es/punta-cana/entrada-imagine/,2026-02-01
Punta Cana,República Dominicana,Excursión al Reef Explorer,"136.198,44 CL$",CLP,16 opiniones,274 viajeros,Marinarium Parks,marketing@marinarium.com,+18094683183,"Fantasea SRL | Cabeza de Toro, Bavaro, Republica Dominicana, HIGUEY, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-snorkel-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Tirolina y buggy en Bavaro Adventure Park,"127.057,61 CL$",CLP,10 opiniones,157 viajeros,Bavaro Adventure Park,otas@bavaroadventurepark.com,+1 809 933 30 40,"White Reef Investments, S.R.L. | Boulevard Turístico del Este KM 8.5, Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/tirolina-bavaro-adventure-park/,2026-02-01
Punta Cana,República Dominicana,Excursión a Eco Park Punta Cana,"82.267,51 CL$",CLP,15 opiniones,103 viajeros,Marinarium Parks,marketing@marinarium.com,+18094683183,"Fantasea SRL | Cabeza de Toro, Bavaro, Republica Dominicana, HIGUEY, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-parque-xploration-animal-encounters/,2026-02-01
Punta Cana,República Dominicana,Buceo en Isla Catalina,"182.816,70 CL$",CLP,14 opiniones,114 viajeros,Grand Bay Of The Sea,grandbayofthesea@gmail.com,+18297239338,"Grand bay of the sea SRL | Calle cabeza de toro plaza tropical local#5 Punta Cana, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/buceo-isla-catalina/,2026-02-01
Punta Cana,República Dominicana,Taller de chocolate en Punta Cana,"52.102,76 CL$",CLP,16 opiniones,122 viajeros,Taino Gourmet,logistica@tainogifts.com,+18297610205,"Taino Gourmet EIRL | Boulevard Turistico del Este, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/taller-chocolate/,2026-02-01
Punta Cana,República Dominicana,Tour de compras por Punta Cana,"69.921,70 CL$",CLP,10 opiniones,119 viajeros,Johana Travel Punta Cana,johanatraveldmc@gmail.com,8298770620,"OTTER TRAVEL SERVICES, S.R.L. | PLAZA DUCASSI LOCAL NO. 4, LOS CORALES, BAVARO, HIGÜEY, República Dominicana",https://www.civitatis.com/es/punta-cana/tour-compras-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Paseo en catamarán por Punta Cana + Snorkel,"67.642,18 CL$",CLP,4 opiniones,106 viajeros,Coastline Catamarans,coastlinecatamarans@gmail.com,+1 809 787-6798,"Coastline Cana Tours S.R.L | Jellyfish Plaza, Local No.5, Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-catamaran-punta-cana-snorkel/,2026-02-01
Punta Cana,República Dominicana,Paseo en barco con fondo de cristal por Punta Cana,"59.415,42 CL$",CLP,6 opiniones,76 viajeros,Caribbean Tour Service Srl,info@caribbeantourservice.com,18297741339,"Marcia Laureano De Ramírez | Principal Edif. Dona Rosa Apto No.2, Res. Brisas de Punta Cana, Higüey, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-barco-fondo-cristal/,2026-02-01
Punta Cana,República Dominicana,Curso de buceo PADI Open Water,"429.619,26 CL$",CLP,4 opiniones,38 viajeros,Grand Bay Of The Sea,grandbayofthesea@gmail.com,+18297239338,"Grand bay of the sea SRL | Calle cabeza de toro plaza tropical local#5 Punta Cana, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/curso-buceo-padi-open-water/,2026-02-01
Punta Cana,República Dominicana,Pub Crawl ¡Tour de fiesta por Punta Cana!,"31.983,78 CL$",CLP,5 opiniones,59 viajeros,Dr Locals,JOSE@DRLOCALS.COM,+18292729426,"SKG HOLDINGS INC. | 217 CENTRE ST FL 5, Nueva York, Estados Unidos",https://www.civitatis.com/es/punta-cana/pub-crawl-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Clase de salsa en Punta Cana,"53.930,92 CL$",CLP,3 opiniones,24 viajeros,Funymar,info@funymar.com,+18295190743,"Funymar SRL | 304-85 Calle Las Cayenas, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/clase-salsa-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Pesca en Punta Cana,"109.690,02 CL$",CLP,Sin valorar,97 viajeros,Destiny Caribbean Tours,jmc@destinycaribbeantours.com,+1 8295770481,"3.0 Destino Caribbean Tours | Av Italia, Plaza Victoriana, Local 114,  Bávaro, Bávaro, República Dominicana",https://www.civitatis.com/es/punta-cana/pesca-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Snorkel y hookah diving en Punta Cana,"95.978,77 CL$",CLP,5 opiniones,58 viajeros,Power Adventures,info@adventuresfinder.com,18295467366,"I Caribbean Adventures | Plaza Pirata, Los Corales, Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/snorkel-hookah-diving-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Nado a caballo por Playa Blanca,"108.775,94 CL$",CLP,Sin valorar,12 viajeros,Wild On Punta Cana,socialmedia@wildonpuntacana.com,8098627200,"Swim Horse Punta Cana SRL | Av Barceló no 5 entre cruce cabeza de toro y cocoloco, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/paseo-caballo-playa-blanca/,2026-02-01
Punta Cana,República Dominicana,Clase de cocina dominicana,"86.837,93 CL$",CLP,3 opiniones,25 viajeros,Taino Gourmet,logistica@tainogifts.com,+18297610205,"Taino Gourmet EIRL | Boulevard Turistico del Este, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/clase-cocina-dominicana/,2026-02-01
Punta Cana,República Dominicana,Tour en bicicleta acuática por Punta Cana,"81.581,95 CL$",CLP,Sin valorar,10 viajeros,Wild On Water Bikes,gerencia@waterbikesdr.com,8093457262,"Wild On Water Bikes | Barcelo Numero 5, Bavaro (Prox Playa) Veron-Punta Cana (D.M.), Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/alquiler-bicicleta-acuatica-playa-bavaro/,2026-02-01
Punta Cana,República Dominicana,Tour privado de avistamiento de ballenas,"426.877,01 CL$",CLP,Sin valorar,60 viajeros,Silven International,billingwhales@gmail.com,+420 102 026 106,"Misael Calcaño Silven | Moca Casa 14, Sabana del Mar, República Dominicana",https://www.civitatis.com/es/punta-cana/tour-privado-avistamiento-ballenas/,2026-02-01
Punta Cana,República Dominicana,Clase de merengue en Punta Cana,"35.649,25 CL$",CLP,Novedad,,Funymar,info@funymar.com,+18295190743,"Funymar SRL | 304-85 Calle Las Cayenas, Punta Cana, República Dominicana",https://www.civitatis.com/es/punta-cana/clase-merengue-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Excursión privada al Parque Nacional Los Haitises,"269.654,64 CL$",CLP,Novedad,,Silven International,billingwhales@gmail.com,+420 102 026 106,"Misael Calcaño Silven | Moca Casa 14, Sabana del Mar, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-privada-haitises/,2026-02-01
Punta Cana,República Dominicana,Excursión a Dominicania,"88.666,10 CL$",CLP,Novedad,,Dominicania S.a.,pyarull@dominicania.com.do,8092667630,"DOMINICANIA, S.A. | ALTAGRACIA SAVIÑÓN NO. 8 LOS PRADOS, Santo Domingo, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-dominicania/,2026-02-01
Punta Cana,República Dominicana,Visita a una hacienda rural dominicana,"50.984,57 CL$",CLP,Sin valorar,,Campito Loving,campitoloving@gmail.com,8093908021,"Inversiones Kokoi SRL | Calle Estero de la Laguna, 25, Santo Domingo, República Dominicana",https://www.civitatis.com/es/punta-cana/visita-hacienda-rural/,2026-02-01
Punta Cana,República Dominicana,Snuba en Punta Cana,"114.260,44 CL$",CLP,Sin valorar,17 viajeros,Gray Line República Dominicana,Otacoordinator@graylinedr.com,8099333500,"DOMINICANA EXPERIENCE DMC, SRL | C/ DOCTORA VIVENES NO.1, VIA CABO ENGAÑO, VERON, PUNTA CANA, HIGUEY, República Dominicana",https://www.civitatis.com/es/punta-cana/snuba-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Buceo con tiburones en Punta Cana,"219.380,04 CL$",CLP,Sin valorar,6 viajeros,Destiny Caribbean Tours,jmc@destinycaribbeantours.com,+1 8295770481,"3.0 Destino Caribbean Tours | Av Italia, Plaza Victoriana, Local 114,  Bávaro, Bávaro, República Dominicana",https://www.civitatis.com/es/punta-cana/buceo-tiburones-punta-cana/,2026-02-01
Punta Cana,República Dominicana,Paseo en barco pirata por Punta Cana,"73.528,87 CL$",CLP,34 opiniones,619 viajeros,Dolphin Discovery,mmoreno@thedolphinco.com,+529981933350,"Viajero Cibernético S.A. de C.V. | Av. Acanceh Mza 1 Lote 8, Local 2 Planta Baja, Cancún, México",https://www.civitatis.com/es/punta-cana/fiesta-barco-pirata/,2026-02-01
Punta Cana,República Dominicana,Excursión privada a la Piscina Natural en barco,"337.296,82 CL$",CLP,Sin valorar,130 viajeros,Destiny Caribbean Tours,jmc@destinycaribbeantours.com,+1 8295770481,"3.0 Destino Caribbean Tours | Av Italia, Plaza Victoriana, Local 114,  Bávaro, Bávaro, República Dominicana",https://www.civitatis.com/es/punta-cana/excursion-privada-piscina-natural-barco/,2026-02-01
Punta Cana,República Dominicana,Excursión a Caribbean Lake Park,"90.494,26 CL$",CLP,4 opiniones,116 viajeros,Caribbean Lake Park,comercial@caribbeanlakepark.com,+18295204072,"Caribbean Lake Park srl | 365 Beach Club, Down Town Punta Cana Bávaro, Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/entrada-caribbean-lake-park/,2026-02-01
Punta Cana,República Dominicana,Flyboard en Punta Cana,"91.408,35 CL$",CLP,2 opiniones,18 viajeros,Caribbean Lake Park,comercial@caribbeanlakepark.com,+18295204072,"Caribbean Lake Park srl | 365 Beach Club, Down Town Punta Cana Bávaro, Bavaro, República Dominicana",https://www.civitatis.com/es/punta-cana/flyboard-punta-cana/,2026-02-01
